model.name,product,firm,market,id,price,mpd,air,mpg,space,hpwt,trend,share,outshr,y,year,constant,ln_hpwt,ln_mpg,ln_space
CVMNTC,143,19,1,160,8.434148381178359,1.604423076923077,0,1.442,1.5732,0.702408256880734,0,0.002186498890155378,0.8801062901193832,1.55264649957509,1971,1,-0.3532404814900974,0.3660310388627573,0.45311176157551736
CVNOVA,146,19,1,151,5.937852084882063,1.8024725274725275,0,1.6199999999999999,1.387,0.48723118279569894,0,0.003532800407942888,0.8801062901193832,2.032435788427505,1971,1,-0.7190165605383624,0.4824261492442926,0.32714314133269456
CVVEGA,150,19,1,150,5.160074307104285,2.2119230769230773,0,1.988,1.122,0.41938490214352286,0,0.004004934309196712,0.8801062901193832,2.1578720934816937,1971,1,-0.868966159866333,0.6871291082343823,0.11511280710050467
DGCHAR,156,16,1,184,6.683531097227742,1.5443406593406597,0,1.3880000000000001,1.5862,0.4510108864696734,0,6.017157597936289e-5,0.8801062901193832,-2.0402102826871893,1971,1,-0.7962638012570996,0.3278638620846128,0.4613412186670822
DGCHLN,157,16,1,179,6.732913813277125,1.6544917582417582,0,1.4869999999999999,1.4784,0.4139072847682119,0,4.402783610294559e-4,0.8801062901193832,-0.050003198104062285,1971,1,-0.8821132800725685,0.3967606674780179,0.39096042190528263
DGCOLT,159,16,1,173,4.925506405869717,2.3309752747252745,0,2.0949999999999998,1.0168,0.49504950495049505,0,4.25655408242846e-4,0.8801062901193832,-0.08378024559401087,1971,1,-0.7030975114131134,0.7395535533741009,0.01666044089310717
DGCORN,161,16,1,181,6.856370603400581,1.6144368131868132,0,1.451,1.6146,0.4468412942989214,0,0.00184694642750015,0.8801062901193832,1.383878610947014,1971,1,-0.8055517937235703,0.37225297390205087,0.4790872479787781
DGDART,162,16,1,177,6.048963195993173,1.9493406593406595,0,1.752,1.379,0.4310344827586207,0,0.0031208380826684263,0.8801062901193832,1.9084464972843511,1971,1,-0.8415671856782185,0.5607579925141997,0.32135859881116474
DGMONA,169,16,1,188,10.42674097377095,1.5565796703296706,0,1.399,1.768,0.6790123456790124,0,2.739366488691583e-4,0.8801062901193832,-0.5245134925396329,1971,1,-0.38711596943996784,0.3357576956833441,0.5698489642154517
DGPOLA,171,16,1,186,8.142790356487,1.3785576923076925,0,1.239,1.768,0.38615179760319573,0,0.001076879236906833,0.8801062901193832,0.8444121780325551,1971,1,-0.951524728783615,0.2143046026470055,0.5698489642154517
DTCB11,185,2,1,1479,4.286000233030211,2.7971703296703305,0,2.5140000000000002,0.9059999999999999,0.428481411468179,0,7.982782410462535e-4,0.8801062901193832,0.545046845979626,1971,1,-0.8475079223562566,0.9218751101680558,-0.09871597293915782
DTPL51,199,2,1,1480,5.2341483811783585,2.470054945054945,0,2.2199999999999998,0.992,0.43935052531041074,0,0.001576174335593017,0.8801062901193832,1.2253455196429188,1971,1,-0.822457721387396,0.797507195884188,-0.008032171697264267
FDCUST,211,18,1,201,8.11809899846231,1.4586675824175825,0,1.311,1.736,0.38095238095238093,0,5.09103725478433e-4,0.8801062901193832,0.09524141496673177,1971,1,-0.9650808960435872,0.27079020478156274,0.5515836162381584
FDGALA,218,18,1,203,8.873654554017865,1.4430906593406596,0,1.2970000000000002,1.736,0.3768506056527591,0,0.0033081168636390906,0.8801062901193832,1.9667240194127489,1971,1,-0.9759064415485096,0.26005390533430695,0.5515836162381584
FDLTD ,222,18,1,205,9.705753319449965,1.4475412087912087,0,1.301,1.736,0.6028636021100227,0,0.00481512088307637,0.8801062901193832,2.3421060657484087,1971,1,-0.5060643066642802,0.2631331995303682,0.5515836162381584
FDMAVE,226,18,1,192,5.5180989984623094,2.1307005494505495,0,1.9149999999999998,1.3277,0.384172109104879,0,0.003713870058191853,0.8801062901193832,2.0824193905881447,1971,1,-0.9566646260124283,0.6497176226326092,0.2834481219197194
FDMUST,228,18,1,197,7.187234800931445,1.7323763736263738,0,1.557,1.4249999999999998,0.4977686234122898,0,0.001843736876837243,0.8801062901193832,1.3821393387270282,1971,1,-0.6976199215448144,0.44276089285186127,0.35417181372061374
FDPINT,229,18,1,190,4.7378520848820624,2.2664423076923077,0,2.037,1.1409999999999998,0.38481272447408926,0,0.00492343571899934,0.8801062901193832,2.3643515189581903,1971,1,-0.9549984929772047,0.7114781372446687,0.1319050708799384
FDTHNB,235,18,1,207,13.073654554017864,2.0505906593406595,0,1.843,1.677,0.8202323991797675,0,5.77254184414182e-4,0.8801062901193832,0.22087233339704238,1971,1,-0.1981675652440327,0.6113946786876863,0.5170064828410719
FDTORI,238,18,1,194,6.597111344141322,1.711236263736264,0,1.538,1.5938999999999999,0.46429715017611267,0,0.004030325754394385,0.8801062901193832,2.1641921203417223,1971,1,-0.7672305218684585,0.43048287108345223,0.4661838431428701
FT124 ,239,17,1,1482,5.137852084882063,2.4389010989010993,0,2.192,1.0368000000000002,0.37593984962406013,0,9.858119863219149e-5,0.8801062901193832,-1.5465298035054396,1971,1,-0.9783261227936078,0.7848143690857692,0.03613904661587335
FT850 ,243,17,1,1481,3.8390866527832976,2.7893818681318683,0,2.507,0.7896000000000001,0.2777777777777778,0,3.7509748635191073e-005,0.8801062901193832,-2.5128095008913967,1971,1,-1.2809338454620642,0.9190868191761564,-0.23622879086286513
HD600 ,255,3,1,1484,3.444024924388236,2.8361126373626377,0,2.549,0.8586000000000001,0.24375,0,1.4261503389525467e-4,0.8801062901193832,-1.177261434229571,1971,1,-1.4116121691041805,0.9357011253939783,-0.15245212319167667
LCCONT,277,18,1,209,18.31809899846231,2.079519230769231,0,1.8690000000000002,1.8,0.7196372239747634,0,5.369548263243146e-4,0.8801062901193832,0.14850360498112103,1971,1,-0.3290080495405247,0.625403528473426,0.5877866649021191
LCMRKI,280,18,1,210,21.760074307104283,1.9704807692307695,0,1.7710000000000001,1.736,0.7295622626424145,0,4.4735736996820446e-4,0.8801062901193832,-0.03405260310533009,1971,1,-0.31531056491166787,0.5715443588006965,0.5515836162381584
MB220/,293,9,1,1487,13.115629862659839,1.8581043956043957,0,1.67,1.295,0.4097222222222222,0,4.0614313996040555e-5,0.8801062901193832,-2.433289797736851,1971,1,-0.8922758556702812,0.5128236264286637,0.258510695151501
MB2200,294,9,1,1488,13.379827393524037,1.8202747252747253,0,1.636,1.295,0.39851401553529214,0,9.022736816845642e-5,0.8801062901193832,-1.6350775661393406,1971,1,-0.9200126106418808,0.49225423818055525,0.258510695151501
MB256/,299,9,1,1489,15.74772862809194,1.530989010989011,0,1.376,1.295,0.5252592840414855,0,9.955606215129882e-5,0.8801062901193832,-1.5366894394890966,1971,1,-0.6438632639415841,0.31918073951115183,0.258510695151501
MB280S,304,9,1,1491,18.441555788585763,1.650041208791209,0,1.483,1.1829999999999998,0.6226219301279834,0,2.1491991121243026e-4,0.8801062901193832,-0.7671449109467989,1971,1,-0.47381579813209,0.3940670631557951,0.1680535849962496
MCCOME,320,18,1,212,5.636617516980828,2.127362637362638,0,1.9120000000000001,1.3418999999999999,0.3828483920367534,0,9.354640350350952e-4,0.8801062901193832,0.7036323366424826,1971,1,-0.9601162114141847,0.6481498146292096,0.294086520124775
MCCOUG,321,18,1,216,8.12056813426478,1.6578296703296704,0,1.49,1.4972,0.720504353047133,0,7.476003359529666e-4,0.8801062901193832,0.4794581612684219,1971,1,-0.3278038218576427,0.3987761199573678,0.4035966970481369
MCMARQ,327,18,1,218,11.046494060190705,1.6300137362637366,0,1.465,1.8,0.5982512655315233,0,0.0011277971084048234,0.8801062901193832,0.890611183756123,1971,1,-0.5137444368068015,0.3818552424690307,0.5877866649021191
MCMONT,330,18,1,214,6.8588397392030505,1.6489285714285715,0,1.482,1.6380000000000001,0.44919454770755884,0,8.612844201811747e-4,0.8801062901193832,0.6210144232183703,1971,1,-0.8002991939752193,0.39339252687389514,0.4934759854308778
MCMONT,330,18,1,217,9.525506405869717,1.5332142857142856,0,1.378,1.8,0.5956813104988831,0,4.6890935269062334e-4,0.8801062901193832,0.012999108232382817,1971,1,-0.5180494688553103,0.32063317259146673,0.5877866649021191
MZ616 ,347,4,1,1485,5.419333566363544,2.5423763736263743,0,2.285,1.0106,0.4367245657568238,0,4.5038694582758413e-5,0.8801062901193832,-2.3298883637856864,1971,1,-0.8284525669085313,0.8263660243461681,0.010544213875671097
OD98  ,370,19,1,226,11.979827393524037,1.8625549450549452,0,1.674,1.7933000000000001,0.7163644504141483,0,0.0016992021117043614,0.8801062901193832,1.3005037101225394,1971,1,-0.3335662325643006,0.5152159720672835,0.5840574979722415
ODCUTL,376,19,1,221,7.4045187515487285,1.8647802197802201,0,1.6760000000000002,1.6016000000000001,0.44587945879458796,0,0.0037665726798248246,0.8801062901193832,2.0965103997739387,1971,1,-0.8077066352530811,0.5164100020598914,0.4710031295788192
ODDELT,377,19,1,224,9.839086652783296,1.730151098901099,0,1.5550000000000002,1.768,0.5783132530120482,0,0.0017000419941208232,0.8801062901193832,1.3009978684750472,1971,1,-0.547639596888707,0.44147554563119756,0.5698489642154517
ODTORN,385,19,1,227,13.473654554017864,1.9204120879120883,0,1.7260000000000002,1.7600000000000002,0.7739938080495355,0,5.807336972823804e-4,0.8801062901193832,0.22688193573428173,1971,1,-0.2561914053604102,0.5458065926612363,0.5653138090500606
OP36  ,390,26,1,1492,4.698345912042556,2.6124725274725273,0,2.348,1.0530000000000002,0.3335318642048839,0,3.29803827464155e-5,0.8801062901193832,-2.6414974412142556,1971,1,-1.0980168733483457,0.85356390196585,0.0516432331518386
PG504 ,393,14,1,1493,8.587234800931446,2.0873076923076925,0,1.8760000000000001,1.1682000000000001,0.3643564356435644,0,5.348251244825725e-5,0.8801062901193832,-2.1580556333459295,1971,1,-1.009622671666374,0.629141850584033,0.15546410262407206
PLBARC,405,16,1,233,6.552666899696877,1.6678434065934067,0,1.499,1.4025,0.41528239202657813,0,2.8864958905753195e-4,0.8801062901193832,-0.4721969058526696,1971,1,-0.8787965274465744,0.4047982191204607,0.3382563584147144
PLFURY,410,16,1,240,7.767481714511693,1.4175000000000002,0,1.274,1.7280000000000002,0.3913630229419703,0,4.295548623192753e-4,0.8801062901193832,-0.07466089510287333,1971,1,-0.9381197023155673,0.24216155714997162,0.546964670381864
PLSATL,418,16,1,236,6.750197763894408,1.6021978021978023,0,1.44,1.6195,0.4462911665127731,0,0.0017255084288199652,0.8801062901193832,1.3158666636944965,1971,1,-0.8067837002544803,0.36464311358790924,0.4821174596292469
PLVALA,421,16,1,231,5.905753319449964,1.8525412087912088,0,1.6649999999999998,1.3607999999999998,0.4409171075837743,0,0.003695737596736457,0.8801062901193832,2.0775250699990373,1971,1,-0.8188983858655056,0.509825123432407,0.3080727620995148
PS911 ,424,12,1,1496,16.03661751698083,1.9526785714285715,0,1.7550000000000001,1.0495999999999999,0.6344950848972296,0,7.990881276621273e-5,0.8801062901193832,-1.7565242195487905,1971,1,-0.45492573827656424,0.5624688569178292,0.04840913920768741
PS914 ,428,12,1,1494,8.876123689820334,2.280906593406593,0,2.05,1.0205000000000002,0.4308160162189559,0,1.579428879956806e-4,0.8801062901193832,-1.0751768643884194,1971,1,-0.8420741565382532,0.7178397931503168,0.020292703267762613
PTBNNV,448,19,1,251,10.394642208338853,1.5343269230769232,0,1.379,1.8,0.6646095418941371,0,6.062151298818166e-4,0.8801062901193832,0.2698245591885966,1971,1,-0.40855556581572133,0.32135859881116474,0.5877866649021191
PTCATL,450,19,1,250,9.308222455252432,1.4697939560439561,0,1.3210000000000002,1.768,0.613195977434388,0,0.0024071929929809824,0.8801062901193832,1.6488062507647436,1971,1,-0.48907069196296127,0.2783890255401884,0.5698489642154517
PTFIRB,452,19,1,248,7.523037270067247,1.604423076923077,0,1.442,1.4207999999999998,0.4582806573957016,0,7.910792489051532e-4,0.8801062901193832,0.5359877873102175,1971,1,-0.7802734934729244,0.3660310388627573,0.3512200932557685
PTGRNP,457,19,1,253,11.251432331795641,1.733489010989011,0,1.558,1.6401,0.7765984985762361,0,0.0010585668006479092,0.8801062901193832,0.8272608336795129,1971,1,-0.2528317950160346,0.4434029474485566,0.49475721558692615
PTLEMA,459,19,1,245,7.221802702166013,1.6578296703296704,0,1.49,1.5938999999999999,0.44905543511923196,0,0.0024444027836102947,0.8801062901193832,1.6641457481023085,1971,1,-0.8006089353436552,0.3987761199573678,0.4661838431428701
PTVNTU,466,19,1,243,6.142790356487001,1.7468406593406594,0,1.5699999999999998,1.4235,0.62018102581294,0,7.183394324794529e-4,0.8801062901193832,0.4395318408361719,1971,1,-0.47774386644237804,0.45107561936021656,0.3531186277359552
RNR10 ,471,24,1,1497,4.555136035499347,2.5535027472527476,0,2.295,1.002,0.29365495542737285,0,1.1047453356530086e-4,0.8801062901193832,-1.4326253347640048,1971,1,-1.225349821871224,0.8307328435125084,0.001998002662673058
SA99  ,479,11,1,1498,8.332913813277123,2.1229120879120877,0,1.908,1.1352,0.34939759036144574,0,3.5185074089627455e-5,0.8801062901193832,-2.5767884025555947,1971,1,-1.0515447778101241,0.6460555730260947,0.12680884686369584
TYCELI,499,1,1,1506,6.414395294758606,2.335425824175824,0,2.0989999999999998,1.0332,0.42731277533039647,0,2.6354310396544485e-4,0.8801062901193832,-0.5631934266733456,1971,1,-0.8502390389780199,0.7414610408384958,0.032660782239548276
TYCORO,503,1,1,1501,4.920568134264779,2.5846565934065935,0,2.323,0.948,0.45012787723785164,0,0.0017462805207270982,0.8801062901193832,1.3278330245983199,1971,1,-0.798223564947214,0.8428594537882721,-0.053400776727115296
TYCORO,503,1,1,1503,5.308222455252434,2.3888324175824174,0,2.147,1.0353999999999999,0.4976958525345623,0,0.0010177275181474594,0.8801062901193832,0.7879171336916189,1971,1,-0.6977661264162397,0.7640715188966439,0.03478782548566381
TYCRMK,506,1,1,1504,5.629210109573421,2.2987087912087913,0,2.066,1.1008,0.4675324675324676,0,0.0011712160297558342,0.8801062901193832,0.9283874660336773,1971,1,-0.7602864833975738,0.7256143706974467,0.09603718819694217
TYCROW,508,1,1,1505,7.034148381178358,1.773543956043956,0,1.5939999999999999,1.2395,0.387858347386172,0,5.90017397564341e-5,0.8801062901193832,-2.0598434328200117,1971,1,-0.9471150900745302,0.4662465803680232,0.2147080724931082
VV144 ,518,6,1,1510,8.320568134264779,2.182994505494506,0,1.9620000000000002,1.2627,0.3761147731678945,0,1.6152738616593675e-4,0.8801062901193832,-1.0527356616185823,1971,1,-0.9778609343839164,0.6739643611431715,0.23325228546249754
VV164 ,519,6,1,1511,10.23414838117836,2.082857142857143,0,1.8719999999999999,1.2648000000000001,0.44133099824868655,0,1.453446517487552e-4,0.8801062901193832,-1.1583025330344654,1971,1,-0.8179601221445868,0.6270073780554002,0.23491400691312533
VW411 ,538,7,1,1509,7.4045187515487285,2.0606043956043956,0,1.8519999999999999,1.1946,0.3282937365010799,0,3.716479692843002e-4,0.8801062901193832,-0.21946327658588238,1971,1,-1.1138465332399576,0.6162661362239875,0.17781140131606865
VWBEET,540,7,1,1507,4.555136035499347,2.692582417582418,0,2.42,0.9699,0.3191489361702127,0,0.005317865498830164,0.8801062901193832,2.4414169161120185,1971,1,-1.1420974006078486,0.883767540168595,-0.03056230558263998
VWSQB ,553,7,1,1508,6.416864430561074,2.4800686813186816,0,2.229,1.1008,0.24062933826931976,0,0.0012027716119743237,0.8801062901193832,0.9549734855300542,1971,1,-1.424497544931413,0.8015530544037318,0.09603718819694217
AD90  ,11,7,2,1513,7.64312114980025,2.312315789473684,0,1.9969999999999999,1.1136,0.4191895668374476,1,3.9981831768032706e-4,0.8713951297416886,-0.136452965820542,1972,1,-0.8694320345544703,0.6916460544336781,0.10759801059801807
AMAMBS,18,15,2,262,9.293838853149534,1.660421052631579,0,1.434,1.6536000000000002,0.42408821034775235,1,4.3838185521091267e-4,0.8713951297416886,-0.04437285783061018,1972,1,-0.8578138021151791,0.36046774217742855,0.5029547293854215
AMGREM,23,15,2,254,4.781877130661495,2.2532631578947373,0,1.9460000000000002,1.1502000000000001,0.4009623095429029,1,0.0014678612767578497,0.8713951297416886,1.1640985026412345,1972,1,-0.9138878472578449,0.6657759837638134,0.13993584029751685
AMHORN,24,15,2,256,5.418240767025131,2.1617894736842107,0,1.8670000000000002,1.278,0.3716090672612412,1,7.951531845687243e-4,0.8713951297416886,0.5510715771384271,1972,1,-0.9899128717447686,0.6243328645595857,0.24529635595534308
AMJAVL,25,15,2,258,6.714891484728481,1.9649473684210526,0,1.6969999999999998,1.4592,0.34770514603616137,1,3.83173872910287e-4,0.8713951297416886,-0.1789743415149765,1972,1,-1.0564004398588,0.5288619862520891,0.37788834033792995
AMMATA,26,15,2,260,6.659867561283504,2.1305263157894734,0,1.8399999999999999,1.6068,0.315357931251971,1,5.320215088423613e-4,0.8713951297416886,0.1492207147325404,1972,1,-1.1540469955562103,0.6097655716208942,0.47424462350299007
AR2000,29,20,2,1512,10.17661397276676,2.036736842105263,0,1.759,1.0726,0.5282555282555282,1,2.9039867547728237e-5,0.8713951297416886,-2.75879357502909,1972,1,-0.6381751573149322,0.5647454657554211,0.07008560756668776
BKCNTU,40,19,2,266,10.784269475159102,1.420736842105263,0,1.2269999999999999,1.768,0.5106672719019519,1,4.5741454337665385e-4,0.8713951297416886,-0.0018731271121152915,1972,1,-0.6720370321638225,0.2045721657287743,0.5698489642154517
BKELCT,41,19,2,267,11.698145073245229,1.3269473684210527,0,1.1460000000000001,1.816,0.49833887043189373,1,0.002454235102782377,0.8713951297416886,1.678107220640113,1972,1,-0.6964749706526199,0.13627761829254795,0.5966362801791015
BKLSAB,45,19,2,265,9.468480001474893,1.5110526315789476,0,1.3050000000000002,1.768,0.35705784337062607,1,0.00245121683198781,0.8713951297416886,1.6768766424118118,1972,1,-1.0298574840790806,0.26620304077465684,0.5698489642154517
BKRIVE,50,19,2,268,12.31776229812561,1.3605263157894738,0,1.175,1.7440000000000002,0.5756389592447617,1,0.009472769629749016,0.8713951297416886,3.0287134030170195,1972,1,-0.5522746216785297,0.16126814759612232,0.556181325486788
BWBAVR,81,8,2,1516,13.289054164154319,1.8815789473684212,0,1.625,1.2765,0.6629448709002093,1,3.993055046812501e-4,0.8713951297416886,-0.13773640414416555,1972,1,-0.41106344323358546,0.4855078157817008,0.24412195769940143
CDCALA,86,19,2,269,14.20532210673805,1.2725263157894737,0,1.099,1.816,0.46828437633035336,1,1.0128789321768179e-4,0.8713951297416886,-1.5094963139737576,1972,1,-0.7586795258724508,0.0944006754214843,0.5966362801791015
CDDEVI,89,19,2,270,15.28666181965671,1.252842105263158,0,1.082,1.816,0.4619907601847964,1,0.00273950564826889,0.8713951297416886,1.7880695588179458,1972,1,-0.7722103877004006,0.07881118042428985,0.5966362801791015
CDELDR,91,19,2,271,17.296231197647142,1.1949473684210528,0,1.032,1.784,0.5019222554463905,1,5.872734465429078e-4,0.8713951297416886,0.24802734479434996,1972,1,-0.6893100409126514,0.031498667059371016,0.5788580341578177
CDFLTW,92,19,2,272,18.269915408173457,1.252842105263158,0,1.082,1.8399999999999999,0.4528612597776864,1,2.9114591727593737e-4,0.8713951297416886,-0.45363862851320746,1972,1,-0.7921694702157104,0.07881118042428985,0.6097655716208942
CPSPOR,102,25,2,1517,6.047427369895944,2.1687368421052633,0,1.873,1.092,0.3038897893030794,1,2.3311013758040176e-5,0.8713951297416886,-2.978537261581236,1972,1,-1.1910901784949224,0.6275414234619514,0.08801087732271337
CRNEWP,121,16,2,293,9.690968039752404,1.440421052631579,0,1.244,1.8,0.463980463980464,1,0.0011155880499919414,0.8713951297416886,0.8896737400174652,1972,1,-0.767912831132638,0.2183319943169877,0.5877866649021191
CRNEWY,122,16,2,294,11.638336460805036,1.3836842105263156,0,1.1949999999999998,1.8,0.5190311418685121,1,2.500476183499143e-4,0.8713951297416886,-0.6058118308224927,1972,1,-0.6557913940161765,0.17814618538347385,0.5877866649021191
CVBELA,128,19,2,286,7.66465225027872,1.5828421052631578,0,1.367,1.7600000000000002,0.28541774779449924,1,5.909803519362353e-4,0.8713951297416886,0.2543195674520513,1972,1,-1.2538013901878498,0.3126185577418125,0.5653138090500606
CVBISC,129,19,2,284,7.353647465589725,1.8317894736842106,0,1.582,1.7600000000000002,0.2851957479906663,1,2.2861203498849832e-4,0.8713951297416886,-0.6954368074778419,1972,1,-1.2545794994217658,0.4586898693454622,0.5653138090500606
CVCAMA,130,19,2,281,6.530680958412691,1.8028421052631578,0,1.557,1.41,0.35245113745594364,1,6.876382763622511e-4,0.8713951297416886,0.40579973462449104,1972,1,-1.0428432834843173,0.44276089285186127,0.34358970439007686
CVCAPR,131,19,2,290,9.590489570852883,1.3697894736842107,0,1.183,1.7600000000000002,0.407088122605364,1,0.0026856016761659172,0.8713951297416886,1.7681968658498786,1972,1,-0.8987255995181672,0.16805358499624976,0.5653138090500606
CVCHEV,135,19,2,276,6.305800575637572,1.8943157894736842,0,1.636,1.5352000000000001,0.3433208489388265,1,0.004694436711550014,0.8713951297416886,2.3266702042573177,1972,1,-1.069089849401788,0.49225423818055525,0.4286606657113532
CVCORV,139,19,2,292,13.090489570852883,1.739157894736842,0,1.502,1.2627,0.6220839813374806,1,3.837599449092321e-4,0.8713951297416886,-0.17744599030810715,1972,1,-0.4746801771296374,0.406797553341943,0.23325228546249754
