constant,hpwt,air,mpd,space
1,0.38481272447408926,0,2.2664423076923077,1.1409999999999998
1,0.8202323991797675,0,2.0505906593406595,1.677
1,0.46429715017611267,0,1.711236263736264,1.5938999999999999
1,0.37593984962406013,0,2.4389010989010993,1.0368000000000002
1,0.2777777777777778,0,2.7893818681318683,0.7896000000000001
1,0.24375,0,2.8361126373626377,0.8586000000000001
1,0.7196372239747634,0,2.079519230769231,1.8
1,0.7295622626424145,0,1.9704807692307695,1.736
1,0.4097222222222222,0,1.8581043956043957,1.295
1,0.39851401553529214,0,1.8202747252747253,1.295
1,0.5252592840414855,0,1.530989010989011,1.295
1,0.6226219301279834,0,1.650041208791209,1.1829999999999998
1,0.3828483920367534,0,2.127362637362638,1.3418999999999999
1,0.720504353047133,0,1.6578296703296704,1.4972
1,0.5982512655315233,0,1.6300137362637366,1.8
1,0.44919454770755884,0,1.6489285714285715,1.6380000000000001
1,0.5956813104988831,0,1.5332142857142856,1.8
1,0.4367245657568238,0,2.5423763736263743,1.0106
1,0.7163644504141483,0,1.8625549450549452,1.7933000000000001
1,0.44587945879458796,0,1.8647802197802201,1.6016000000000001
1,0.5783132530120482,0,1.730151098901099,1.768
1,0.7739938080495355,0,1.9204120879120883,1.7600000000000002
1,0.3335318642048839,0,2.6124725274725273,1.0530000000000002
1,0.3643564356435644,0,2.0873076923076925,1.1682000000000001
1,0.41528239202657813,0,1.6678434065934067,1.4025
1,0.3913630229419703,0,1.4175000000000002,1.7280000000000002
1,0.4462911665127731,0,1.6021978021978023,1.6195
1,0.4409171075837743,0,1.8525412087912088,1.3607999999999998
1,0.6344950848972296,0,1.9526785714285715,1.0495999999999999
1,0.4308160162189559,0,2.280906593406593,1.0205000000000002
1,0.6646095418941371,0,1.5343269230769232,1.8
1,0.613195977434388,0,1.4697939560439561,1.768
1,0.4582806573957016,0,1.604423076923077,1.4207999999999998
1,0.7765984985762361,0,1.733489010989011,1.6401
1,0.44905543511923196,0,1.6578296703296704,1.5938999999999999
1,0.62018102581294,0,1.7468406593406594,1.4235
1,0.29365495542737285,0,2.5535027472527476,1.002
1,0.34939759036144574,0,2.1229120879120877,1.1352
1,0.42731277533039647,0,2.335425824175824,1.0332
1,0.45012787723785164,0,2.5846565934065935,0.948
1,0.4976958525345623,0,2.3888324175824174,1.0353999999999999
1,0.4675324675324676,0,2.2987087912087913,1.1008
1,0.387858347386172,0,1.773543956043956,1.2395
1,0.3761147731678945,0,2.182994505494506,1.2627
1,0.44133099824868655,0,2.082857142857143,1.2648000000000001
1,0.3282937365010799,0,2.0606043956043956,1.1946
1,0.3191489361702127,0,2.692582417582418,0.9699
1,0.24062933826931976,0,2.4800686813186816,1.1008
1,0.4191895668374476,0,2.312315789473684,1.1136
1,0.42408821034775235,0,1.660421052631579,1.6536000000000002
1,0.4009623095429029,0,2.2532631578947373,1.1502000000000001
1,0.3716090672612412,0,2.1617894736842107,1.278
1,0.34770514603616137,0,1.9649473684210526,1.4592
1,0.315357931251971,0,2.1305263157894734,1.6068
1,0.5282555282555282,0,2.036736842105263,1.0726
1,0.5106672719019519,0,1.420736842105263,1.768
1,0.49833887043189373,0,1.3269473684210527,1.816
1,0.35705784337062607,0,1.5110526315789476,1.768
1,0.5756389592447617,0,1.3605263157894738,1.7440000000000002
1,0.6629448709002093,0,1.8815789473684212,1.2765
1,0.46828437633035336,0,1.2725263157894737,1.816
1,0.4619907601847964,0,1.252842105263158,1.816
1,0.5019222554463905,0,1.1949473684210528,1.784
1,0.4528612597776864,0,1.252842105263158,1.8399999999999999
1,0.3038897893030794,0,2.1687368421052633,1.092
1,0.463980463980464,0,1.440421052631579,1.8
1,0.5190311418685121,0,1.3836842105263156,1.8
1,0.28541774779449924,0,1.5828421052631578,1.7600000000000002
1,0.2851957479906663,0,1.8317894736842106,1.7600000000000002
1,0.35245113745594364,0,1.8028421052631578,1.41
1,0.407088122605364,0,1.3697894736842107,1.7600000000000002
1,0.3433208489388265,0,1.8943157894736842,1.5352000000000001
1,0.6220839813374806,0,1.739157894736842,1.2627
1,0.280040733197556,0,1.5538947368421054,1.7600000000000002
1,0.4706217912150599,0,1.8503157894736844,1.5732
1,0.3688799463447351,0,2.014736842105263,1.387
1,0.37071362372567196,0,2.393368421052632,1.122
1,0.3583061889250815,0,1.8063157894736843,1.4784
1,0.40154813739719397,0,2.4153684210526314,1.0168
1,0.3283582089552239,0,1.738,1.6146
1,0.3502626970227671,0,2.165263157894737,1.379
1,0.4396984924623116,0,1.4334736842105262,1.784
1,0.39113428943937417,0,1.509894736842105,1.7600000000000002
1,0.428481411468179,0,2.910947368421053,0.9059999999999999
1,0.45075943165115145,0,2.6006315789473686,0.992
1,0.27680730986294005,0,1.6696842105263159,1.752
1,0.2735723771580345,0,1.6523157894736842,1.752
1,0.35590877677954386,0,1.9753684210526317,1.4249999999999998
1,0.37638376383763833,0,1.4462105263157896,1.752
1,0.3799814643188137,0,2.709473684210526,1.3277
1,0.34173282706247843,0,2.0784210526315787,1.4249999999999998
1,0.26200873362445415,0,2.4489473684210528,1.1409999999999998
1,0.48479304825062886,0,1.2505263157894737,1.7280000000000002
1,0.2791654422568322,0,1.8178947368421052,1.6960000000000002
1,0.2792022792022792,0,2.8426315789473686,0.9702000000000001
1,0.45408678102926336,1,1.330421052631579,1.888
1,0.4517950786607503,1,1.541157894736842,1.8
1,0.4424040066777964,1,1.3107368421052634,1.768
1,0.3955749245725779,0,1.8838947368421053,1.295
1,0.38625204582651385,0,1.8491578947368421,1.295
1,0.4969927192149415,0,1.7634736842105265,1.295
1,0.46367395156526875,1,1.757684210526316,1.3896
1,0.5347793567688855,0,2.336631578947368,1.3277
1,0.4996953077391834,0,1.6743157894736846,1.4972
1,0.4742362061103511,0,1.5550526315789472,1.8
1,0.40532715691951354,0,1.673157894736842,1.6827
1,0.394100580270793,0,1.4265263157894739,1.8
1,0.35714285714285715,0,2.760421052631579,1.008
1,0.430622009569378,0,2.4767368421052636,1.008
1,0.5058453237410071,0,1.432315789473684,1.8239999999999998
1,0.46471100784199826,0,1.7600000000000002,1.6016000000000001
1,0.38213518032003824,0,1.496,1.784
1,0.5501760563380282,0,1.3767368421052633,1.768
1,0.3995737879595099,0,2.5450526315789475,1.0044
1,0.38811881188118813,0,2.1386315789473684,1.1682000000000001
1,0.3618421052631579,0,1.8422105263157893,1.4025
1,0.390625,0,1.5156842105263157,1.7440000000000002
1,0.3353658536585366,0,1.7692631578947369,1.6195
1,0.35714285714285715,0,2.159473684210526,1.3418999999999999
1,0.6367713004484304,0,2.1201052631578947,1.0495999999999999
1,0.4308160162189559,0,2.4570526315789474,1.0205000000000002
1,0.4314365671641791,0,1.4357894736842107,1.816
1,0.38517091959557054,0,1.5041052631578948,1.784
1,0.34711265383401707,0,1.8329473684210529,1.4207999999999998
1,0.336494340776996,0,1.8121052631578947,1.5938999999999999
1,0.3985056039850561,0,1.450842105263158,1.5938999999999999
1,0.36925142665323935,0,2.008947368421053,1.4235
1,0.3560975609756098,0,2.4593684210526314,1.1245
1,0.37254901960784315,0,2.0541052631578944,1.1524
1,0.45012787723785164,0,2.6897894736842107,0.948
1,0.4470046082949309,0,2.6550526315789478,0.9405
1,0.42082429501084595,0,2.474421052631579,1.1008
1,0.37451737451737455,0,2.1224210526315788,1.2627
1,0.4332874828060523,0,1.9151578947368422,1.2648000000000001
1,0.3282937365010799,0,2.0610526315789475,1.1946
1,0.3191489361702127,0,2.802105263157895,0.9699
1,0.24062933826931976,0,2.580947368421053,1.1008
1,0.39861812383736384,1,1.6947525773195875,1.6614
1,0.3785011355034065,0,2.06780412371134,1.1785999999999999
1,0.35038542396636296,0,2.0792474226804125,1.3135
1,0.3486750348675035,0,1.9236185567010304,1.4667999999999999
1,0.30404378230465184,0,1.8286391752577318,1.6301999999999999
1,0.31725888324873097,0,1.9487938144329895,1.4454
1,0.39682539682539686,0,1.5219587628865978,1.6614
1,0.40425040425040426,0,1.3285670103092784,1.8
1,0.49115913555992136,0,1.29080412371134,1.8399999999999999
1,0.35427491733585265,0,1.3995154639175258,1.8
1,0.5572893446277307,0,1.2976701030927833,1.7920000000000003
1,0.44417524732485364,0,1.2656288659793815,1.832
1,0.44132397191574724,0,1.2564742268041238,1.832
1,0.48155737704918034,0,1.1225876288659795,1.7760000000000002
1,0.43120344962759705,0,1.2530412371134019,1.8559999999999999
1,0.44047619047619047,0,1.349164948453608,1.848
1,0.49368541905855334,0,1.3411546391752578,1.848
1,0.25673940949935814,0,1.6260927835051546,1.7760000000000002
1,0.3206155819172812,0,1.8561030927835047,1.4175
1,0.35919540229885055,0,1.416680412371134,1.7760000000000002
1,0.571256764882742,0,1.6649999999999998,1.2765
1,0.35041082648622524,0,1.4372783505154638,1.7760000000000002
1,0.39051979531376246,0,1.7622680412371132,1.6458
1,0.3262642740619902,0,2.0014329896907213,1.4235
1,0.32447048219918884,0,2.3493092783505154,1.1418000000000001
1,0.4754358161648178,0,1.669577319587629,1.5323
1,0.4058679706601467,0,2.3996597938144326,1.0168
1,0.3052325581395349,0,1.702762886597938,1.6614
1,0.3264604810996563,0,2.0586494845360823,1.428
1,0.4228855721393035,0,1.4292680412371135,1.832
1,0.3880983182406209,0,1.5047938144329893,1.816
1,0.428481411468179,0,2.8768453608247424,0.9059999999999999
1,0.42712461470717744,0,2.4408556701030926,1.0836
1,0.38925843803892585,0,1.5047938144329893,1.7600000000000002
1,0.3163503163503163,0,1.9430721649484535,1.455
1,0.38470903335768203,0,1.4864845360824739,1.7600000000000002
1,0.30445813700616164,0,2.2611958762886597,1.3560999999999999
1,0.3171953255425709,0,1.9465051546391752,1.455
1,0.2553191489361702,0,2.4717525773195876,1.1549999999999998
1,0.2571987699189265,0,1.739381443298969,1.6960000000000002
1,0.36800785083415116,0,2.6250927835051545,1.0368000000000002
1,0.27298050139275765,0,2.680020618556701,0.9702000000000001
1,0.26332288401253917,0,2.817340206185567,0.7896000000000001
1,0.3255208333333333,0,2.9729690721649478,0.756
1,0.4270109235352532,1,1.2736391752577318,1.888
1,0.433749257278669,1,1.3468762886597938,1.8399999999999999
1,0.42379788101059496,1,1.2564742268041238,1.7920000000000003
1,0.39864864864864863,0,1.786298969072165,1.295
1,0.3933333333333333,0,1.766845360824742,1.295
1,0.395738203957382,1,2.0220309278350515,1.295
1,0.4944054124381993,1,1.8664020618556696,1.2283
1,0.30724213606437456,0,2.4156804123711333,1.3702999999999999
1,0.49469964664310956,0,1.6215154639175258,1.5
1,0.38195220013401826,0,1.5013608247422676,1.784
1,0.253234241673548,0,1.8320721649484537,1.6848
1,0.38106508875739653,0,1.3812061855670104,1.864
1,0.3160493827160494,0,2.7349484536082467,1.008
1,0.4975674480318443,0,1.391505154639175,1.848
1,0.4754358161648178,0,1.576886597938144,1.6247
1,0.37709168041480084,0,1.4590206185567007,1.8
1,0.31446540880503143,0,1.9362061855670105,1.4454
1,0.5371723248818221,0,1.3262783505154638,1.816
1,0.3557874762808349,0,2.534690721649484,1.0206000000000002
1,0.32,0,2.055216494845361,1.1682000000000001
1,0.47770700636942676,0,1.7039072164948452,1.4667999999999999
1,0.3880983182406209,0,1.4681752577319584,1.7920000000000003
1,0.30434782608695654,0,1.6981855670103092,1.6906
1,0.331588132635253,0,2.0472061855670103,1.3916
1,0.531958762886598,0,2.1925360824742266,1.0816
1,0.35530621785881256,0,2.5324020618556697,1.04
1,0.39233787214401106,0,1.3125463917525773,1.8
1,0.35427491733585265,0,1.481907216494845,1.8
1,0.31655587211142766,0,1.935061855670103,1.4282
1,0.5714285714285713,0,1.3651855670103092,1.7143
1,0.27739251040221913,0,1.702762886597938,1.6536000000000002
1,0.3201024327784891,0,1.9739690721649483,1.4454
1,0.34400382226469184,0,2.414536082474227,1.131
1,0.42338709677419356,0,2.0105876288659794,1.1591
1,0.30851063829787234,0,2.889432989690721,0.96
1,0.43564356435643564,0,2.620515463917526,0.948
1,0.41738382099827886,0,2.3721958762886595,1.0332
1,0.4190064794816415,0,2.4030927835051545,0.9405
1,0.44688644688644685,0,2.057505154639175,1.1328
1,0.40686823441582687,0,2.0918350515463917,1.1656
1,0.4201400466822274,0,1.8492371134020618,1.2648000000000001
1,0.32409381663113,0,2.1032783505154633,1.2144000000000001
1,0.3895092183848351,1,1.397451127819549,1.6280000000000001
1,0.3775009437523594,0,1.671751879699248,1.2141
1,0.35298270384751146,0,1.692139097744361,1.3277
1,0.34855350296270476,0,1.5855695488721804,1.4896
1,0.29197080291970806,0,1.4326654135338346,1.677
1,0.30712530712530717,0,1.5494285714285714,1.46
1,0.3856041131105398,0,1.2000657894736841,1.6906
1,0.34586119437399127,0,1.1046165413533833,1.8079999999999998
1,0.4593175853018373,0,0.9442988721804509,1.816
1,0.40739268680445145,0,0.9887800751879697,1.848
1,0.42338709677419356,0,0.8460695488721806,1.7920000000000003
1,0.4381988516168026,0,1.2704943609022556,1.47
1,0.5893019038984587,0,1.35575,1.2833999999999999
1,0.3448275862068965,0,1.1351973684210528,1.784
1,0.369332654100866,0,1.3307293233082704,1.6692000000000002
1,0.3132832080200501,0,1.544795112781955,1.4381
1,0.3165892781764457,0,1.8385563909774436,1.1616
1,0.3025936599423631,0,1.3177556390977445,1.6478000000000002
1,0.46511627906976744,0,1.35296992481203,1.4925
1,0.39627039627039623,0,1.9312255639097744,1.1072
1,0.2991452991452992,0,1.3548233082706767,1.677
1,0.31096563011456624,0,1.611516917293233,1.428
1,0.41488451668092385,0,1.8561635338345865,1.0962
1,0.4159212880143113,0,1.8895244360902257,1.0836
1,0.3801032379164712,0,1.0879360902255637,1.784
1,0.2946334619431778,0,1.7950018796992482,1.3774
1,0.33587786259541985,0,1.6652650375939848,1.2425
1,0.3372681281618887,0,1.7180864661654134,1.1829999999999998
1,0.45595854922279794,1,1.051795112781955,1.8
1,0.24581307401404648,0,1.3715037593984962,1.7280000000000002
1,0.3274215552523875,0,1.8978646616541355,1.079
1,0.2552083333333333,0,2.2073796992481203,0.9548
1,0.32098765432098764,0,2.4242255639097743,0.8613999999999999
1,0.4632426988922457,1,1.0332612781954886,1.8559999999999999
1,0.40104458123484427,1,1.022140977443609,1.864
1,0.41029466616933985,1,0.937812030075188,1.832
1,0.32894736842105265,0,1.5040206766917292,1.3159999999999998
1,0.20129870129870128,0,1.8672838345864657,1.3560999999999999
1,0.3903903903903904,1,1.4400789473684208,1.295
1,0.46035805626598464,1,1.3390695488721804,1.554
1,0.30226700251889166,0,1.8237293233082705,1.3986999999999998
1,0.38072855464159816,0,1.0814492481203009,1.6985
1,0.22950819672131148,0,1.302001879699248,1.7380000000000002
1,0.45871559633027525,0,1.1833853383458646,1.6555
1,0.40946314831665154,0,1.0555018796992481,1.816
1,0.3056234718826406,0,1.6003966165413532,1.46
1,0.48957002979991476,0,0.9257650375939849,1.8239999999999998
1,0.3486750348675035,0,1.734766917293233,1.0206000000000002
1,0.31428571428571433,0,1.7106729323308272,1.1682000000000001
1,0.4545454545454546,0,1.3029285714285714,1.4896
1,0.4233409610983982,0,1.0323345864661655,1.784
1,0.29829545454545453,0,1.3186823308270677,1.704
1,0.3130148270181219,0,1.6059567669172932,1.4128999999999998
1,0.3499260719566289,0,1.9645864661654138,1.0530000000000002
1,0.6177105831533477,0,1.7106729323308272,1.0816
1,0.4075454122030741,0,1.0888627819548873,1.8079999999999998
1,0.3045994517209869,0,1.655998120300752,1.4504
1,0.54931640625,0,1.0888627819548873,1.7004000000000001
1,0.27563395810363833,0,1.325169172932331,1.704
1,0.3155569580309246,0,1.5531353383458648,1.46
1,0.31204992798847814,0,2.0007274436090223,1.131
1,0.4104769351055513,0,1.6142969924812032,1.1591
1,0.29975429975429974,0,2.134171052631579,0.96
1,0.4,0,1.7625676691729322,1.0332
1,0.3170731707317074,0,2.1749454887218045,0.96
1,0.40082644628099173,0,1.8997180451127815,0.9405
1,0.4326241134751773,0,1.6291240601503756,1.1328
1,0.37794729542302363,1,1.6643383458646617,1.1656
1,0.40191387559808617,1,1.5457218045112782,1.3056
1,0.30443974630021137,0,1.6643383458646617,1.2144000000000001
1,0.2512288367012562,0,2.294488721804511,1.0004
1,0.3658536585365854,0,1.9618063909774437,1.0899
1,0.3750493485984998,0,1.7079365079365079,1.2972
1,0.3974484789008833,0,1.9925925925925927,1.1245
1,0.33407572383073497,0,1.8028218694885358,1.2141
1,0.3471017007983339,0,1.7079365079365079,1.3464
1,0.3067484662576688,0,1.5181657848324515,1.6848
1,0.3005008347245409,0,1.7079365079365079,1.3588
1,0.5177578091570388,0,1.8028218694885358,1.1088
1,0.29490616621983917,0,1.5181657848324515,1.6906
1,0.4356141096472587,0,1.0437389770723104,1.8719999999999999
1,0.37887485648679675,0,1.1386243386243384,1.816
1,0.4516413306895792,0,1.1386243386243384,1.784
1,0.3682918274289723,0,1.8028218694885358,1.1880000000000002
1,0.32924274169410356,0,1.5181657848324515,1.4069999999999998
1,0.296969696969697,0,1.8028218694885358,1.0521
1,0.4055299539170507,0,1.3283950617283948,1.292
1,0.37350108118734027,1,1.0437389770723104,1.848
1,0.3692188107267781,1,1.0437389770723104,1.848
1,0.37196554424432265,1,1.0437389770723104,1.8
1,0.4528301886792453,0,1.2335097001763669,1.6848
1,0.3941441441441441,0,1.0437389770723104,1.8239999999999998
1,0.30692779888921373,0,1.5181657848324515,1.47
1,0.48062918729973786,0,1.2335097001763669,1.2833999999999999
1,0.343764817449028,0,1.1386243386243384,1.784
1,0.36923860453272217,0,1.2335097001763669,1.6692000000000002
1,0.291588785046729,0,1.8028218694885358,1.1748
1,0.3176043557168784,0,1.5181657848324515,1.1616
1,0.32298136645962733,0,1.8028218694885358,1.1616
1,0.45569620253164556,0,1.2335097001763669,1.6848
1,0.36658932714617176,0,1.8977072310405643,1.1008
1,0.2642559109874826,0,1.3283950617283948,1.7004000000000001
1,0.3104575163398693,0,1.6130511463844797,1.428
1,0.4205607476635514,0,1.0437389770723104,1.7920000000000003
1,0.39239482200647247,0,2.087477954144621,1.1151
1,0.40302267002518893,0,2.5619047619047617,0.9943
1,0.38766152563568157,0,2.087477954144621,1.0836
1,0.36109773712084736,0,1.0437389770723104,1.7143
1,0.2341554792382142,0,1.6130511463844797,1.4652
1,0.33575317604355714,0,1.0437389770723104,1.7920000000000003
1,0.254841997961264,0,1.6130511463844797,1.3579999999999999
1,0.3120300751879699,0,1.7079365079365079,1.2425
1,0.3326653306613226,0,1.7079365079365079,1.1829999999999998
1,0.3964847741671776,1,0.9488536155202821,1.8
1,0.36516160868492475,0,1.0437389770723104,1.7440000000000002
1,0.2474747474747475,0,1.8977072310405643,0.9702000000000001
1,0.34959349593495936,0,1.5181657848324515,1.105
1,0.36286919831223624,0,1.5181657848324515,1.0304
1,0.3141671606401897,0,2.5619047619047617,0.894
1,0.42448173741362283,1,0.9488536155202821,1.864
1,0.3939567794989482,1,0.9488536155202821,1.8873000000000002
1,0.3770651117589893,1,0.9488536155202821,1.832
1,0.37942122186495175,0,1.5181657848324515,1.337
1,0.19999999999999998,0,2.277248677248677,1.337
1,0.37790697674418605,1,1.4232804232804233,1.295
1,0.23053892215568864,1,2.277248677248677,1.3159999999999998
1,0.45627376425855515,1,1.0437389770723104,1.554
1,0.3326653306613226,0,1.7079365079365079,1.253
1,0.23488881929220168,0,1.6130511463844797,1.3986999999999998
1,0.36027263875365145,0,1.0437389770723104,1.7064000000000001
1,0.350099711943275,0,0.9488536155202821,1.832
1,0.22838002436053595,0,1.6130511463844797,1.48
1,0.36891293654697493,0,1.0437389770723104,1.7380000000000002
1,0.2969837587006961,0,1.9925925925925927,1.0458
1,0.39783001808318263,0,1.3283950617283948,1.1151
1,0.4005903436643474,0,1.1386243386243384,1.864
1,0.2815768302493966,0,1.5181657848324515,1.6632000000000002
1,0.39026629935720847,0,1.3283950617283948,1.816
1,0.3124070217197263,0,1.5181657848324515,1.46
1,0.38075458636206305,0,1.8028218694885358,1.1880000000000002
1,0.4626640843554981,0,1.0437389770723104,1.8239999999999998
1,0.3524436090225564,0,1.8028218694885358,1.0206000000000002
1,0.3076923076923077,0,1.8977072310405643,1.1682000000000001
1,0.31986531986531985,0,1.7079365079365079,1.4128999999999998
1,0.2649930264993026,0,1.3283950617283948,1.7004000000000001
1,0.4225352112676057,0,1.1386243386243384,1.7004000000000001
1,0.3125,0,1.7079365079365079,1.4128999999999998
1,0.6177105831533477,0,1.7079365079365079,1.0816
1,0.3388235294117647,0,1.9925925925925927,1.0530000000000002
1,0.31212484993997597,0,1.8028218694885358,1.1616
1,0.3910743041177823,0,1.1386243386243384,1.8079999999999998
1,0.31010041346721795,0,1.5181657848324515,1.4307999999999998
1,0.4588293650793651,0,1.1386243386243384,1.6614
1,0.2815768302493966,0,1.5181657848324515,1.6536000000000002
1,0.3148425787106447,0,1.5181657848324515,1.46
1,0.41420118343195267,0,1.9925925925925927,1.1591
1,0.28431372549019607,0,2.3721340388007053,0.96
1,0.3888213851761847,0,1.7079365079365079,1.1008
1,0.33799008562415506,0,1.9925925925925927,1.0292
1,0.3687888198757764,0,1.8028218694885358,1.1072
1,0.39877300613496935,0,1.4232804232804233,1.3056
1,0.3373493975903615,0,1.5181657848324515,1.3124
1,0.2512288367012562,0,2.087477954144621,0.976
1,0.3463414634146342,0,2.182363315696649,1.0899
1,0.38738240177089095,0,2.277248677248677,0.9984000000000001
1,0.3634926906361122,0,1.928813559322034,1.2972
1,0.3806734992679356,0,2.3145762711864406,1.0899
1,0.3247924936845904,0,1.6394915254237288,1.2069999999999999
1,0.30292830696735107,0,1.6394915254237288,1.3206
1,0.26469768737809973,0,1.4466101694915254,1.6416000000000002
1,0.28901734104046245,0,1.6394915254237288,1.309
1,0.44981412639405205,0,1.8323728813559323,1.1088
1,0.29403902699812884,0,1.5430508474576272,1.6906
1,0.4417151475975005,0,1.1572881355932203,1.8719999999999999
1,0.2637889688249401,0,1.5430508474576272,1.816
1,0.4524387552416685,0,1.1572881355932203,1.784
1,0.38501925096254813,0,1.7359322033898306,1.1880000000000002
1,0.3350593968930856,0,1.5430508474576272,1.4672999999999998
1,0.40285354595048256,0,1.7359322033898306,1.1088
1,0.5517241379310345,1,1.4466101694915254,1.273
1,0.3705870879656719,1,1.1572881355932203,1.848
1,0.37364798426745327,1,1.1572881355932203,1.8
1,0.42533081285444235,1,1.4466101694915254,1.4687999999999999
1,0.34222045364106646,0,1.7359322033898306,1.1725
1,0.42372881355932207,0,1.0608474576271187,1.6848
1,0.3897550111358574,0,1.253728813559322,1.8239999999999998
1,0.30692779888921373,0,1.6394915254237288,1.47
1,0.27807486631016043,0,2.603898305084746,0.9858
1,0.5224963715529753,0,1.253728813559322,1.2833999999999999
1,0.3434391283751776,0,1.253728813559322,1.784
1,0.3583312004095213,0,1.3501694915254236,1.6692000000000002
1,0.26666666666666666,0,2.0252542372881357,1.1814
1,0.32598571872089416,0,1.7359322033898306,1.4381
1,0.28653295128939826,0,2.0252542372881357,1.1616
1,0.31347962382445144,0,1.7359322033898306,1.4746
1,0.27816411682892905,0,1.7359322033898306,1.6692000000000002
1,0.37986270022883295,0,2.3145762711864406,1.1008
1,0.27586206896551724,0,1.7359322033898306,1.7082
1,0.32573289902280134,0,1.8323728813559323,1.428
1,0.3605769230769231,0,1.253728813559322,1.8079999999999998
1,0.45929018789144055,0,2.218135593220339,1.0962
1,0.4098360655737705,0,2.796779661016949,0.9943
1,0.40068935803532957,0,2.218135593220339,1.0836
1,0.3645958263372512,0,1.253728813559322,1.7143
1,0.2556818181818182,0,2.1216949152542375,1.4256
1,0.3532419242389031,0,1.253728813559322,1.7920000000000003
1,0.2819352593108249,0,2.1216949152542375,1.3774
1,0.34353995519044067,0,2.3145762711864406,1.2425
1,0.37551020408163266,0,2.3145762711864406,1.1829999999999998
1,0.42013311148086524,1,1.1572881355932203,1.8079999999999998
1,0.37921694163999015,0,1.253728813559322,1.752
1,0.39449541284403666,0,1.7359322033898306,1.0304
1,0.3212435233160622,0,1.928813559322034,0.9796
1,0.3621052631578947,0,1.7359322033898306,1.118
1,0.34119417962870047,0,3.6647457627118647,1.0432
1,0.32298136645962733,0,2.7003389830508473,0.888
1,0.3974031084005508,1,1.1572881355932203,1.8873000000000002
1,0.39992080776083944,1,1.1572881355932203,1.832
1,0.3837398373983739,0,1.6394915254237288,1.337
1,0.20162601626016258,0,2.218135593220339,1.337
1,0.38179148311306904,1,1.3501694915254236,1.295
1,0.2274741506646972,1,2.1216949152542375,1.3719999999999999
1,0.45627376425855515,1,1.0608474576271187,1.554
1,0.3629191321499014,0,2.3145762711864406,1.1829999999999998
1,0.2817391304347826,0,2.1216949152542375,1.3986999999999998
1,0.36468330134357,0,1.253728813559322,1.7064000000000001
1,0.40358744394618834,0,1.253728813559322,1.832
1,0.25600505689001263,0,2.1216949152542375,1.4849999999999999
1,0.29223744292237447,0,2.0252542372881357,1.0458
1,0.39711191335740076,0,1.7359322033898306,1.1151
1,0.41010144614720484,0,1.253728813559322,1.864
1,0.2845528455284553,0,1.6394915254237288,1.6632000000000002
1,0.3972890862351017,0,1.3501694915254236,1.816
1,0.3285356695869837,0,1.6394915254237288,1.46
1,0.36751837591879594,0,1.7359322033898306,1.1880000000000002
1,0.45803152961227095,0,1.1572881355932203,1.8239999999999998
1,0.363901018922853,0,2.1216949152542375,1.0206000000000002
1,0.2145922746781116,0,2.603898305084746,1.2012
