constant,ln_hpwt,air,ln_mpg,ln_space,trend
1,-0.5522746216785297,0,0.16126814759612232,0.556181325486788,72
1,-0.41106344323358546,0,0.4855078157817008,0.24412195769940143,72
1,-0.7586795258724508,0,0.0944006754214843,0.5966362801791015,72
1,-0.7722103877004006,0,0.07881118042428985,0.5966362801791015,72
1,-0.6893100409126514,0,0.031498667059371016,0.5788580341578177,72
1,-0.7921694702157104,0,0.07881118042428985,0.6097655716208942,72
1,-1.1910901784949224,0,0.6275414234619514,0.08801087732271337,72
1,-0.767912831132638,0,0.2183319943169877,0.5877866649021191,72
1,-0.6557913940161765,0,0.17814618538347385,0.5877866649021191,72
1,-1.2538013901878498,0,0.3126185577418125,0.5653138090500606,72
1,-1.2545794994217658,0,0.4586898693454622,0.5653138090500606,72
1,-1.0428432834843173,0,0.44276089285186127,0.34358970439007686,72
1,-0.8987255995181672,0,0.16805358499624976,0.5653138090500606,72
1,-1.069089849401788,0,0.49225423818055525,0.4286606657113532,72
1,-0.4746801771296374,0,0.406797553341943,0.23325228546249754,72
1,-1.2728202106878945,0,0.2941610385494901,0.5653138090500606,72
1,-0.7537004985865534,0,0.46875284734408296,0.45311176157551736,72
1,-0.9972840365382218,0,0.5538851132264375,0.32714314133269456,72
1,-0.9923254181501525,0,0.7260982806996313,0.11511280710050467,72
1,-1.0263673817947807,0,0.44468582126144574,0.39096042190528263,72
1,-0.9124278588911248,0,0.7352483565785807,0.01666044089310717,72
1,-1.11365016603265,0,0.40613155265132483,0.4790872479787781,72
1,-1.0490718431079735,0,0.6259384308664951,0.32135859881116474,72
1,-0.8216660313609236,0,0.21349717426240436,0.5788580341578177,72
1,-0.9387043267110552,0,0.2654364635044611,0.5653138090500606,72
1,-0.8475079223562566,0,0.9218751101680558,-0.09871597293915782,72
1,-0.7968214927667586,0,0.8091508563162514,-0.008032171697264267,72
1,-1.2844336471229412,0,0.3660310388627573,0.5607579925141997,72
1,-1.2961890590103127,0,0.3555743384946994,0.5607579925141997,72
1,-1.0330808259677478,0,0.5341514490694873,0.35417181372061374,72
1,-0.9771460075954299,0,0.2223432311434407,0.5607579925141997,72
1,-0.9676328055597813,0,0.85015092936961,0.2834481219197194,72
1,-1.0737260546407148,0,0.5850050219402422,0.35417181372061374,72
1,-1.3393774413321389,0,0.7490548124982411,0.1319050708799384,72
1,-0.7240331837468624,0,0.0769610411361284,0.546964670381864,72
1,-1.275950689906319,0,0.45107561936021656,0.5282725373697115,72
1,-1.275818744795294,0,0.8981267612464839,-0.030253043171020826,72
1,-0.7894669515656225,1,0.13889199886661865,0.6355180677233089,72
1,-0.7945265677460502,1,0.2859305394129745,0.5877866649021191,72
1,-0.815531772129227,1,0.1239859797809913,0.5698489642154517,72
1,-0.9274150670550381,0,0.48673782823690076,0.258510695151501,72
1,-0.9512651541459854,0,0.4681268692328754,0.258510695151501,72
1,-0.6991799024597314,0,0.42068207391302487,0.258510695151501,72
1,-0.7685736643507269,1,0.4173936789734382,0.3290159359447581,72
1,-0.6259010344079355,0,0.7021069219314171,0.2834481219197194,72
1,-0.6937567508317921,0,0.3688011237365731,0.4035966970481369,72
1,-0.7460497562824698,0,0.2949059175411005,0.5877866649021191,72
1,-0.9030607431032741,0,0.36810932156439535,0.5203996462002639,72
1,-0.9311491223874572,0,0.208638865111328,0.5877866649021191,72
1,-1.0296194171811581,0,0.8687797492031033,0.007968169649176881,72
1,-0.8425245816345459,0,0.7603384301002687,0.007968169649176881,72
1,-0.6815243407319527,0,0.21268909341035075,0.6010318916521395,72
1,-0.7663395551106511,0,0.41871033485818504,0.4710031295788192,72
1,-0.9619808577912706,0,0.25619140536041013,0.5788580341578177,72
1,-0.597516949544695,0,0.17311261770864483,0.5698489642154517,72
1,-0.91735683005615265,0,0.7875478559814296,0.004390348301292854,72
1,-0.9464437700448426,0,0.6135627012171029,0.15546410262407206,72
1,-1.0165473356138055,0,0.4643627493556498,0.3382563584147144,72
1,-0.9400072584914712,0,0.2692634869277628,0.556181325486788,72
1,-1.0925332425917273,0,0.42395969074432877,0.4821174596292469,72
1,-1.0296194171811581,0,0.6232610530957787,0.294086520124775,72
1,-0.4513447138588581,0,0.6048622656923737,0.04840913920768741,72
1,-0.8420741565382532,0,0.7523590401917913,0.020292703267762613,72
1,-0.8406347846782674,0,0.2151113796169455,0.5966362801791015,72
1,-0.954068096208185,0,0.2615947376884624,0.5788580341578177,72
1,-1.0581059009044587,0,0.4593217808988751,0.3512200932557685,72
1,-1.0891739479377487,0,0.4478858239921165,0.4661838431428701,72
1,-0.9200337181529894,0,0.22554067591393115,0.4661838431428701,72
1,-0.9962774939268204,0,0.5510074133988225,0.3531186277359552,72
1,-1.0325505379900168,0,0.7533011033796922,0.11733849241723338,72
1,-0.9873866535578852,0,0.5732368838873876,0.14184672422823644,72
1,-0.798223564947214,0,0.8428594537882721,-0.053400776727115296,72
1,-0.8051863750370767,0,0.8298610038757674,-0.06134363024105197,72
1,-0.8655398839333205,0,0.7594029763370106,0.09603718819694217,72
1,-0.9821170831961549,0,0.6059539688575678,0.23325228546249754,72
1,-0.8363538387078863,0,0.5031965966014995,0.23491400691312533,72
1,-1.1138465332399576,0,0.5766133643039938,0.17781140131606865,72
1,-1.1420974006078486,0,0.883767540168595,-0.03056230558263998,72
1,-1.424497544931413,0,0.8015530544037318,0.09603718819694217,72
1,-0.9197514035031358,1,0.3927175352856618,0.5076606204228341,73
1,-0.9715362061001336,0,0.5916680116100914,0.16432729342167582,73
1,-1.0487215190546448,0,0.5971867894140342,0.2726953301434574,73
1,-1.053614922737374,0,0.5193888544264784,0.38308315721503383,73
1,-1.19058356720692,0,0.46875284734408296,0.4887027066782199,73
1,-1.1480371719956326,0,0.5323914016805513,0.36838609986674364,73
1,-0.9242589015233319,0,0.28517894223366247,0.5076606204228341,73
1,-0.9057207805244208,0,0.14928170271575447,0.5877866649021191,73
1,-0.7109870986882765,0,0.12044615307586706,0.6097655716208942,73
1,-1.037682064604509,0,0.20130685670503537,0.5877866649021191,73
1,-0.5846707042238615,0,0.12575120530556025,0.5833323145527389,73
1,-0.8115360932418304,0,0.10074990310014315,0.6054082662519386,73
1,-0.8179760430495315,0,0.09349034308733897,0.6054082662519386,73
1,-0.7307298917089882,0,-0.019182819416773873,0.5743636445699785,73
1,-0.8411752593553494,0,0.09075436326846412,0.6184236343640087,73
1,-0.8198988861990892,0,0.16466662155523373,0.6141039732194925,73
1,-0.7058567681648947,0,0.158711691154821,0.6141039732194925,73
1,-1.3596936793227117,0,0.3513608491149636,0.5743636445699785,73
1,-1.1375124376256662,0,0.4836599556932211,0.3488947566197701,73
1,-1.0238887424721732,0,0.21349717426240436,0.5743636445699785,73
1,-0.5599164945983411,0,0.3750059006234559,0.24412195769940143,73
1,-1.0486490228908683,0,0.22793206804600694,0.5743636445699785,73
1,-0.9402766187624599,0,0.43178241642553783,0.49822658818947546,73
1,-1.1200475693881746,0,0.5590441960364649,0.3531186277359552,73
1,-1.125560710922493,0,0.7193021380367964,0.1326059645480219,73
1,-0.743523387885012,0,0.37775126954064864,0.4267698746019935,73
1,-0.9017273676862586,0,0.7405077519197829,0.01666044089310717,73
1,-1.1866813072158748,0,0.3974329364109001,0.5076606204228341,73
1,-1.1194463755709518,0,0.5872309549683961,0.3562748639173926,73
1,-0.8606536515687593,0,0.2223432311434407,0.6054082662519386,73
1,-0.946496573931221,0,0.27383666562972786,0.5966362801791015,73
1,-0.8475079223562566,0,0.9218751101680558,-0.09871597293915782,73
1,-0.85067947060813,0,0.7575294394892135,0.0802888312288029,73
1,-0.9435117908178853,0,0.27383666562972786,0.5653138090500606,73
1,-1.150905083388744,0,0.5294510878891555,0.3750059006234559,73
1,-0.955267987935546,0,0.2615947376884624,0.5653138090500606,73
1,-1.1892216823799269,0,0.6810745993256762,0.30461293311176246,73
1,-1.1482375259549633,0,0.5312163134137248,0.3750059006234559,73
1,-1.3652409519220583,0,0.7701082216960737,0.1441003439737567,73
1,-1.3579060692159317,0,0.41871033485818504,0.5282725373697115,73
1,-0.9996510072523139,0,0.830297018707179,0.03613904661587335,73
1,-1.298354909817707,0,0.8510052651755257,-0.030253043171020826,73
1,-1.334374303941531,0,0.9009740277622619,-0.23622879086286513,73
1,-1.1223288152854258,0,0.9547419182484077,-0.27971390280260405,73
1,-0.8509456840309542,1,0.10705907229340778,0.6355180677233089,73
1,-0.8352886600483693,1,0.16296882827813972,0.6097655716208942,73
1,-0.8584986331354384,1,0.09349034308733897,0.5833323145527389,73
1,-0.9196748298583957,0,0.445326641533295,0.258510695151501,73
1,-0.9330978501905364,0,0.4343764516025845,0.258510695151501,73
1,-0.9270023874690828,1,0.5692831933375594,0.258510695151501,73
1,-0.7043994254103122,1,0.4891933236388767,0.2056310995629116,73
1,-1.1801191254465355,0,0.7471617688661835,0.3150296939700181,73
1,-0.7038044750339333,0,0.34854196070854343,0.4054651081081644,73
1,-0.9624598087442602,0,0.2715526905218972,0.5788580341578177,73
1,-1.373440362178116,0,0.47062843401457777,0.5216468623975741,73
1,-0.9647850818127653,0,0.1881379421153945,0.6227247162633995,73
1,-1.151856803186922,0,0.8712933659434192,0.007968169649176881,73
1,-0.6980241576394495,0,0.19556678354397525,0.6141039732194925,73
1,-0.743523387885012,0,0.32063317259146673,0.4853231833535676,73
1,-0.9752669369744522,0,0.2429461786103894,0.5877866649021191,73
1,-1.1568811967920856,0,0.5259112611840316,0.36838609986674364,73
1,-0.6214363330059449,0,0.1475575643576147,0.5966362801791015,73
1,-1.0334217031308968,0,0.7952524034970989,0.020390689647734196,73
1,-1.1394342831883648,0,0.5855619698800079,0.15546410262407206,73
1,-0.7387576918119976,0,0.398104753701872,0.38308315721503383,73
1,-0.946496573931221,0,0.24920108563349933,0.5833323145527389,73
1,-1.1895840668738362,0,0.3947411447451887,0.5250834955126903,73
1,-1.1038616445542535,0,0.5816568045265822,0.3304541642956499,73
1,-0.6311893060158655,0,0.6502396795486688,0.07844142630656249,73
1,-1.0347752758020288,0,0.7943490610689127,0.03922071315328133,73
1,-0.935631891695602,0,0.13714983814723367,0.5877866649021191,73
1,-1.037682064604509,0,0.258510695151501,0.5877866649021191,73
1,-1.1502555218199482,0,0.5253200699164433,0.3564149101328725,73
1,-0.5596157879354229,0,0.1764711431157791,0.5390048340312983,73
1,-1.2823217707369123,0,0.3974329364109001,0.5029547293854215,73
1,-1.1391142319774397,0,0.5452270504833231,0.36838609986674364,73
1,-1.0671025104358987,0,0.7466879474879753,0.1231021971339834,73
1,-0.8594683960074587,0,0.5636078092049602,0.14764384191256227,73
1,-1.17599895228353,0,0.9262410627273231,-0.040821994520255166,73
1,-0.8309308829229983,0,0.8285518175661483,-0.053400776727115296,73
1,-0.8737490464743732,0,0.7289968334536425,0.032660782239548276,73
1,-0.8698688950229059,0,0.7419373447293773,-0.06134363024105197,73
1,-0.8054507504517032,0,0.5866749360494286,0.1246924439573183,73
1,-0.8992658943214192,0,0.6032224730319583,0.153235975898858,73
1,-0.8671671788034855,0,0.4799539600989037,0.23491400691312533,73
1,-1.1267222476000032,0,0.6086780239334952,0.19425012765922856,73
1,-0.9428677467246075,1,0.41078426958576436,0.4873522675803486,74
1,-0.9741822102899327,0,0.5900064216404318,0.19400306156779248,74
1,-1.0413362208483796,0,0.6021277821727767,0.2834481219197194,74
1,-1.0539635369992277,0,0.5370779949100564,0.3985076275406656,74
1,-1.2311014717141886,0,0.4356709501652302,0.5170064828410719,74
1,-1.1804994481402937,0,0.5140205146625099,0.37843643572024505,74
1,-0.9529440495221906,0,0.258510695151501,0.5250834955126903,74
1,-1.0617177567450646,0,0.17563256864315796,0.5922212619699847,74
1,-0.7780134012031868,0,0.018821754240587667,0.5966362801791015,74
1,-0.8979777262478227,0,0.06485097231961627,0.6141039732194925,74
1,-0.8594683960074587,0,-0.09101939838716855,0.5833323145527389,74
1,-0.8250824725069922,0,0.31554040058017735,0.3852624007906449,74
1,-0.5288166563638197,0,0.3804891220379873,0.2495128063342778,74
1,-1.0647107369924285,0,0.20294084399669038,0.5788580341578177,74
1,-0.9960575394217863,0,0.3618614706260324,0.5123444697352606,74
1,-1.1606476795875624,0,0.5110256037686571,0.36332279791019684,74
1,-1.1501499976284295,0,0.6851150088626811,0.14979836508839456,74
1,-1.195364429789336,0,0.35206433138104926,0.4994410648993527,74
1,-0.7654678421395714,0,0.37843643572024505,0.40045256628462006,74
1,-0.9256584818777553,0,0.7342891238911206,0.10183430588126803,74
1,-1.2068258733083423,0,0.37980536132758674,0.5170064828410719,74
1,-1.1680728870111092,0,0.5533102353721461,0.3562748639173926,74
1,-0.8797550705345852,0,0.6946460566836813,0.09184965362987904,74
1,-0.8772592481276882,0,0.7124594915923183,0.0802888312288029,74
1,-0.9673123844321325,0,0.16041672140590466,0.5788580341578177,74
1,-1.2220231970753128,0,0.6611403844248589,0.3201976641284608,74
1,-1.0910076892828904,0,0.586118607801422,0.2171254789886467,74
1,-1.0868770324496888,0,0.6173454671436633,0.1680535849962496,74
1,-0.7853533744266791,1,0.126632650933366,0.5877866649021191,74
1,-1.403183893622547,0,0.3920420877760237,0.546964670381864,74
1,-1.11650677854466,0,0.7168637071772613,0.07603468627599758,74
1,-1.365675073917155,0,0.8679404709331084,-0.04625338451746204,74
1,-1.1363526166509568,0,0.9616464335949523,-0.1491963063621269,74
1,-0.769504174562032,1,0.10885440491208208,0.6184236343640087,74
1,-0.9136826827058292,1,0.0980337402713654,0.6227247162633995,74
1,-0.8908796794494973,1,0.011928570865273812,0.6054082662519386,74
1,-1.1118575154181303,0,0.48427628853245414,0.2745968329031253,74
1,-1.602965397928483,0,0.7006191953986461,0.30461293311176246,74
1,-0.9406080395248614,1,0.4408322519454556,0.258510695151501,74
1,-0.7757507090951554,1,0.36810932156439535,0.4408322519454557,74
1,-1.1964445379051445,0,0.6770177986300616,0.33554323380312107,74
1,-0.9656686127810447,0,0.15443635330441896,0.5297455086185014,74
1,-1.4718165345580525,0,0.3400373027857091,0.5527350268432004,74
1,-0.7793248768009976,0,0.24451357705040216,0.5041030780051639,74
1,-0.8929083716392558,0,0.1301506844650451,0.5966362801791015,74
1,-1.1854014187405006,0,0.5463857991645414,0.37843643572024505,74
1,-0.7142277633016172,0,-0.0010005003335835344,0.6010318916521395,74
1,-1.053614922737374,0,0.6270073780554002,0.020390689647734196,74
1,-1.157452788691043,0,0.6130211360806604,0.15546410262407206,74
1,-0.78845736036427,0,0.34074879338847325,0.3985076275406656,74
1,-0.8595773700172653,0,0.10795714150509236,0.5788580341578177,74
1,-1.2096708254405737,0,0.35276731910771536,0.532978428407124,74
1,-1.1615047188990122,0,0.549854010733469,0.34564432978962495,74
1,-1.0500333697904536,0,0.7514160886839212,0.0516432331518386,74
1,-0.4817352432663815,0,0.6130211360806604,0.07844142630656249,74
1,-0.8976029115211664,0,0.16126814759612232,0.5922212619699847,74
1,-1.1887576385194556,0,0.5805382361772911,0.3718393804585042,74
1,-0.5990806715208778,0,0.16126814759612232,0.530863517502498,74
1,-1.2886815322528904,0,0.35767444427181605,0.532978428407124,74
1,-1.1534160807087837,0,0.5164100020598914,0.37843643572024505,74
1,-1.1645920783712893,0,0.7696451515326702,0.1231021971339834,74
1,-0.8904355389872188,0,0.5550338784303112,0.14764384191256227,74
1,-1.2047921407093385,0,0.8342126208385481,-0.040821994520255166,74
1,-0.916290731874155,0,0.6429059641231986,0.032660782239548276,74
1,-1.148622709242771,0,0.8531379168688864,-0.040821994520255166,74
1,-0.9142267476533036,0,0.7178397931503168,-0.06134363024105197,74
1,-0.837886026204857,0,0.5641767992629851,0.1246924439573183,74
1,-0.9730005231816502,1,0.5855619698800079,0.153235975898858,74
1,-0.9115174531214972,1,0.5116253039365549,0.2666627052277056,74
1,-1.1892820889159326,0,0.5855619698800079,0.19425012765922856,74
1,-1.38139105519137,0,0.9066443548223496,3.999200213268913e-4,74
1,-1.0055218656020977,0,0.7499999921527281,0.08608594891312898,74
1,-0.9806976654070887,0,0.5877866649021191,0.2602080954510258,75
1,-0.9226899661161855,0,0.7419373447293773,0.11733849241723338,75
1,-1.0963875936459986,0,0.6418538861723947,0.19400306156779248,75
1,-1.0581374561023915,0,0.5877866649021191,0.2974343638944592,75
1,-1.1817271953786161,0,0.47000362924573563,0.5216468623975741,75
1,-1.2023047472252388,0,0.5877866649021191,0.3066019573042918,75
1,-0.6582476959480714,0,0.6418538861723947,0.10327834945350174,75
1,-1.2210980538513991,0,0.47000362924573563,0.5250834955126903,75
1,-0.8309984971548542,0,0.09531017980432493,0.6270073780554002,75
1,-0.970549322391977,0,0.1823215567939546,0.5966362801791015,75
1,-0.7948669303240118,0,0.1823215567939546,0.5788580341578177,75
1,-0.9988796457611029,0,0.6418538861723947,0.17227122094045333,75
1,-1.1109599835702946,0,0.47000362924573563,0.34145977813225187,75
1,-1.2141251757899538,0,0.6418538861723947,0.050788166832105096,75
1,-0.902560539062253,0,0.3364722366212129,0.25619140536041013,75
1,-0.9848343796682332,1,0.09531017980432493,0.6141039732194925,75
1,-0.9963658276871576,1,0.09531017980432493,0.6141039732194925,75
1,-0.988954051997898,1,0.09531017980432493,0.5877866649021191,75
1,-0.7922380832041762,0,0.26236426446749106,0.5216468623975741,75
1,-0.9310385885087108,0,0.09531017980432493,0.6010318916521395,75
1,-1.1811427418260354,0,0.47000362924573563,0.3852624007906449,75
1,-0.7326592265630657,0,0.26236426446749106,0.2495128063342778,75
1,-1.0677975256241,0,0.1823215567939546,0.5788580341578177,75
1,-0.9963122191633895,0,0.26236426446749106,0.5123444697352606,75
1,-1.2324107396464694,0,0.6418538861723947,0.161097920342328,75
1,-1.1469488352294004,0,0.47000362924573563,0.14979836508839456,75
1,-1.1301606464030356,0,0.6418538861723947,0.14979836508839456,75
1,-0.7859289140109115,0,0.26236426446749106,0.5216468623975741,75
1,-1.0035130570767807,0,0.6931471805599453,0.09603718819694217,75
1,-1.3308372855605606,0,0.3364722366212129,0.530863517502498,75
1,-1.16970821035184,0,0.5306282510621704,0.3562748639173926,75
1,-0.8661663446915865,0,0.09531017980432493,0.5833323145527389,75
1,-0.935486747080153,0,0.7884573603642703,0.10894408698917908,75
1,-0.9087624654533635,0,0.9932517730102834,-0.005716306996109192,75
1,-0.9476226766923929,0,0.7884573603642703,0.0802888312288029,75
1,-1.0186066173457562,0,0.09531017980432493,0.5390048340312983,75
1,-1.451769943078802,0,0.5306282510621704,0.38199175192252227,75
1,-1.0913789840745898,0,0.09531017980432493,0.5833323145527389,75
1,-1.3671115417031168,0,0.5306282510621704,0.3060130291365043,75
1,-1.1646557009851013,0,0.5877866649021191,0.2171254789886467,75
1,-1.1006183073949756,0,0.5877866649021191,0.1680535849962496,75
1,-0.9251176392317497,1,0,0.5877866649021191,75
1,-1.0074152598701478,0,0.09531017980432493,0.556181325486788,75
1,-1.3964467325839085,0,0.6931471805599453,-0.030253043171020826,75
1,-1.0509842396788551,0,0.47000362924573563,0.09984533496971612,75
1,-1.0137128448816235,0,0.47000362924573563,0.0299470763679521,75
1,-1.1578300759998008,0,0.9932517730102834,-0.11204950380862289,75
1,-0.8568862955610754,1,0,0.6227247162633995,75
1,-0.9315140724045038,1,0,0.6351472362619567,75
1,-0.9753373962107761,1,0,0.6054082662519386,75
1,-0.9691082877135694,0,0.47000362924573563,0.2904282981198061,75
1,-1.6094379124341005,0,0.8754687373538999,0.2904282981198061,75
1,-0.9731072069178159,1,0.4054651081081644,0.258510695151501,75
1,-1.4673355711230165,1,0.8754687373538999,0.2745968329031253,75
1,-0.7846622893957185,1,0.09531017980432493,0.4408322519454557,75
1,-1.1006183073949756,0,0.5877866649021191,0.22554067591393115,75
1,-1.4486429861844259,0,0.5306282510621704,0.33554323380312107,75
1,-1.020894204290288,0,0.09531017980432493,0.5343858881750039,75
1,-1.0495372738059887,0,0,0.6054082662519386,75
1,-1.4767442640419626,0,0.5306282510621704,0.3920420877760237,75
1,-0.9971946070979905,0,0.09531017980432493,0.5527350268432004,75
1,-1.2140778261841305,0,0.7419373447293773,0.04478214277189325,75
1,-0.9217304551699733,0,0.3364722366212129,0.10894408698917908,75
1,-0.9148159607230499,0,0.1823215567939546,0.6227247162633995,75
1,-1.2673499370272518,0,0.47000362924573563,0.5087434575616663,75
1,-0.9409259540085436,0,0.3364722366212129,0.5966362801791015,75
1,-1.1634483845735366,0,0.47000362924573563,0.37843643572024505,75
1,-0.9656002416797732,0,0.6418538861723947,0.17227122094045333,75
1,-0.77075400796327,0,0.09531017980432493,0.6010318916521395,75
1,-1.0428646439311788,0,0.6418538861723947,0.020390689647734196,75
1,-1.1786549963416462,0,0.6931471805599453,0.15546410262407206,75
1,-1.1398552472021588,0,0.5877866649021191,0.34564432978962495,75
1,-1.3280517684391344,0,0.3364722366212129,0.530863517502498,75
1,-0.8614824953791599,0,0.1823215567939546,0.530863517502498,75
